Longitude,Latitude
8.5417,47.376900000000006
8.541699671044912,47.376900342013144
8.541699055905184,47.37690134430386
8.541698862473359,47.37690153934138
8.541698236218963,47.37690214828698
8.541698188662437,47.37690222454284
8.541698044038178,47.37690251437996
8.54169793678568,47.37690267091275
8.541697348134834,47.37690332592475
8.54169646237048,47.37690392805584
8.541695413797273,47.37690450527449
8.541693927071666,47.37690583916545
8.54169288091321,47.376906602685835
8.541692793159628,47.37690671145214
8.541692442091787,47.376907160640954
8.541691241274444,47.3769083749074
8.541689923383641,47.37690994344749
8.541688897965413,47.37691127033314
8.541688656181583,47.37691148721911
8.541686774995485,47.376912500743174
8.541685393700094,47.37691305202207
8.541684684921474,47.37691358146233
8.541684065263269,47.37691429966364
8.541682968379774,47.37691556055026
8.541681884329458,47.376916755888885
8.54168119028301,47.37691758592775
8.541680272405628,47.376918953667825
8.541679261882669,47.37691994727229
8.541677849476269,47.376921431955935
8.541677154040343,47.376922668864935
8.541676647037427,47.376923626931166
8.541675877891702,47.37692480747955
8.541675510276928,47.376925508287464
8.541675091308473,47.37692612646823
8.541674767118277,47.37692658162478
8.541674020646123,47.37692800715204
8.541673102865511,47.376929942143946
8.541672953812617,47.37693025634456
8.541671848623716,47.376932061351475
8.541670884597426,47.37693344568128
8.541670154392335,47.3769344242282
8.54166945691352,47.376935005894815
8.541668390869773,47.37693568274133
8.541667605774892,47.37693650777969
8.541666966190146,47.37693703789965
8.54166696461366,47.37693703974269
8.541666323813491,47.37693798222356
8.541666193880554,47.376938242152676
8.541665482686787,47.37694001358622
8.541665245899056,47.376940525206976
8.541664778716282,47.37694241172243
8.54166476455659,47.376942505501624
8.541664589335603,47.37694388904536
8.541664468191474,47.37694427336965
8.541663929984855,47.37694522957976
8.541663228769151,47.37694641014148
8.541661770889862,47.37694789126965
8.541661478569923,47.376948173499684
8.541659967392983,47.3769491948998
8.541659112797186,47.376949639063355
8.541658494892589,47.37695011671949
8.541658383218067,47.37695017214159
8.541656801777457,47.376950572070136
8.54165521833435,47.376951233618385
8.541654689618545,47.376951340446425
8.541654672574007,47.376951342671454
